"REF_DATE","GEO","DGUID","Class of electricity producer","Type of electricity generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012-05","Ontario","2016A000235","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174771","7.1.3","533826","","","","0"
"2012-06","Ontario","2016A000235","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174771","7.1.3","804130","","","","0"
"2012-07","Ontario","2016A000235","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174771","7.1.3","1099441","","","","0"
"2012-08","Ontario","2016A000235","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174771","7.1.3","827515","","","","0"
"2012-09","Ontario","2016A000235","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174771","7.1.3","667564","","","","0"
"2012-10","Ontario","2016A000235","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174771","7.1.3","558087","","","","0"
"2012-11","Ontario","2016A000235","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174771","7.1.3","630962","","","","0"
"2012-12","Ontario","2016A000235","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174771","7.1.3","814858","","","","0"
"2013-01","Ontario","2016A000235","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174771","7.1.3","973378","","","","0"
"2013-02","Ontario","2016A000235","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174771","7.1.3","775264","","","","0"
"2013-03","Ontario","2016A000235","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174771","7.1.3","709460","","","","0"
"2013-04","Ontario","2016A000235","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174771","7.1.3","418296","","","","0"
"2013-05","Ontario","2016A000235","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174771","7.1.3","360787","","","","0"
"2013-06","Ontario","2016A000235","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174771","7.1.3","546703","","","","0"
"2013-07","Ontario","2016A000235","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174771","7.1.3","919858","","","","0"
"2013-08","Ontario","2016A000235","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174771","7.1.3","708213","","","","0"
"2013-09","Ontario","2016A000235","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174771","7.1.3","413336","","","","0"
"2013-10","Ontario","2016A000235","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174771","7.1.3","399978","","","","0"
"2013-11","Ontario","2016A000235","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174771","7.1.3","405236","","","","0"
"2013-12","Ontario","2016A000235","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174771","7.1.3","447896","","","","0"
"2014-01","Ontario","2016A000235","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174771","7.1.3","436610","","","","0"
"2014-02","Ontario","2016A000235","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174771","7.1.3","381253","","","","0"
"2014-03","Ontario","2016A000235","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174771","7.1.3","391930","","","","0"
"2014-04","Ontario","2016A000235","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174771","7.1.3","306903","","","","0"
"2014-05","Ontario","2016A000235","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174771","7.1.3","295409","","","","0"
